Id,name,image,length,width,height,price,detail
10,PAX,PAX_image11.png,1000.0,380.0,2012.0,7900.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
11,PAX,PAX_image12.png,1000.0,600.0,2364.0,11700.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
12,PAX,PAX_image13.png,1500.0,600.0,2364.0,23600.0,"鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
13,PAX,PAX_image14.png,75.0,60.0,2012.0,8000.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
14,PAX,PAX_image15.png,75.0,60.0,2012.0,8000.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
15,PAX,PAX_image16.png,150.0,66.0,2364.0,29100.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 開啟時不佔空間，可提供更多家具擺放空間
 緩衝裝置可使門板和緩、安靜地關上
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
16,PAX,PAX_image17.png,2000.0,600.0,2012.0,19600.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
17,PAX,PAX_image18.png,2000.0,600.0,2364.0,23300.0,"鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
18,PAX,PAX_image19.png,175.0,60.0,2012.0,21600.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
19,PAX,PAX_image20.png,1000.0,380.0,2012.0,9000.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 只要往外拉出，就能輕鬆拿取後面的衣物
 金屬材質，可抵擋回家時，身上和鞋子帶進來的灰塵和濕氣
 網眼設計，可避免小物品掉落，也能清楚看到收納物，方便拿取
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
 網籃可使空氣流通，適合收納包包、圍巾或配件"
20,PAX,PAX_image21.png,200.0,60.0,2012.0,25300.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
21,PAX,PAX_image22.png,1500.0,600.0,2364.0,20400.0," 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
"
22,PAX,PAX_image23.png,2000.0,600.0,2012.0,19600.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
23,PAX,PAX_image24.png,75.0,60.0,2364.0,9800.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
24,PAX,PAX_image25.png,200.0,60.0,2012.0,27200.0,"鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
25,PAX,PAX_image26.png,1500.0,600.0,2012.0,15300.0," 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
"
26,PAX,PAX_image27.png,1500.0,600.0,2012.0,11900.0," 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
"
27,PAX,PAX_image28.png,150.0,60.0,2364.0,20900.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
28,PAX,PAX_image29.png,3000.0,600.0,2364.0,27300.0,"鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
29,PAX,PAX_image30.png,200.0,60.0,2012.0,17400.0,"鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
30,PAX,PAX_image31.png,150.0,66.0,2364.0,23200.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 開啟時不佔空間，可提供更多家具擺放空間
 緩衝裝置可使門板和緩、安靜地關上
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
31,PAX,PAX_image32.png,300.0,60.0,2012.0,24300.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
32,PAX,PAX_image33.png,150.0,66.0,2364.0,18800.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 開啟時不佔空間，可提供更多家具擺放空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
33,PAX,PAX_image34.png,150.0,60.0,2012.0,14900.0,"可搭配KOMPLEMENT內部配件，整齊收納物品
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
34,PAX,PAX_image35.png,300.0,60.0,2364.0,52200.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
35,PAX,PAX_image36.png,175.0,60.0,2364.0,25800.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
36,PAX,PAX_image37.png,1000.0,600.0,2012.0,7200.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
37,PAX,PAX_image38.png,200.0,60.0,2364.0,22200.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
38,PAX,PAX_image39.png,150.0,60.0,2364.0,18000.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
39,PAX,PAX_image40.png,50.0,60.0,2012.0,6800.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
40,PAX,PAX_image41.png,1000.0,600.0,2364.0,9500.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
41,PAX,PAX_image42.png,1000.0,600.0,2364.0,13600.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
42,PAX,PAX_image43.png,100.0,60.0,2364.0,8500.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
43,PAX,PAX_image44.png,200.0,60.0,2012.0,18600.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
44,PAX,PAX_image45.png,150.0,66.0,2012.0,15600.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 開啟時不佔空間，可提供更多家具擺放空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
45,PAX,PAX_image46.png,300.0,60.0,2012.0,44200.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
46,PAX,PAX_image47.png,100.0,60.0,2364.0,14100.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
47,PAX,PAX_image48.png,1500.0,600.0,2364.0,19100.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
48,PAX_MARNARDAL,PAX_MARNARDAL_image49.png,150.0,60.0,2364.0,18300.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
49,PAX,PAX_image50.png,2500.0,600.0,2012.0,26200.0," 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
"
50,PAX,PAX_image51.png,1000.0,380.0,2012.0,9000.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 櫃框深度較淺，適用於小空間
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 只要往外拉出，就能輕鬆拿取後面的衣物
 金屬材質，可抵擋回家時，身上和鞋子帶進來的灰塵和濕氣
 網眼設計，可避免小物品掉落，也能清楚看到收納物，方便拿取
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
 網籃可使空氣流通，適合收納包包、圍巾或配件"
51,PAX,PAX_image52.png,1500.0,600.0,2364.0,20400.0," 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊
"
52,PAX,PAX_image53.png,200.0,60.0,2012.0,25300.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
53,PAX,PAX_image54.png,150.0,66.0,2364.0,23200.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 開啟時不佔空間，可提供更多家具擺放空間
 緩衝裝置可使門板和緩、安靜地關上
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置"
54,PAX,PAX_image55.png,1000.0,600.0,2012.0,11900.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
55,PAX,PAX_image56.png,200.0,60.0,2364.0,29300.0,"可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
56,PAX,PAX_image57.png,2000.0,600.0,2012.0,19600.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
57,PAX,PAX_image58.png,250.0,60.0,2364.0,24800.0,"可搭配KOMPLEMENT內部配件，整齊收納物品
 提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
58,PAX,PAX_image59.png,75.0,60.0,2364.0,9800.0,"提供10年品質保證；欲知更多細則，請參閱品質保證書
 可使用PAX系統衣櫃規劃軟體，依個人需求和喜好調整現有的PAX/KOMPLEMENT衣櫃組合
 鉸鏈附緩衝器，可和緩、安靜地關上櫃門
 可搭配KOMPLEMENT內部配件，整齊收納物品
 可調式櫃腳，即使在不平整的地面，亦能穩固放置
 你可以用PAX系統衣櫃規劃設計軟體，輕鬆搭配適合的燈具；挑選燈具後，規劃設計軟體會提供相關配件資訊"
